formulas,bandgap
Bi2O3,0.6116
Bi1O2,0.9408
Bi2O3,1.2294
Bi2O3,0.6236
Rb1Bi1,0.3777
Bi2S3,1.3618
Bi1S2,1.0691
Bi2Se3,0.5434
Bi1Se2,0.8896
Bi3Se4,0.0879
Sr2Bi3,0.0311
Bi2Te3,0.5336
Th3Bi4,0.0923
C1Br4,2.9089
Ca1Br2,4.5304
Cd1Br2,2.938
Cd1Br2,2.8796
Cd1Br2,2.8587
Ce1Br3,0.0893
Br1Cl1,1.783
Br1Cl1,1.8298
Br1Cl1,1.3235
Co1Br2,0.0632
Cr1Br3,1.267
Cs1Br1,4.2579
Cs1Br1,4.2433
Cu1Br1,0.4859
Cu1Br1,0.448
Cu1Br1,0.4302
Cu1Br1,0.1699
Dy1Br3,3.0029
Br1F5,3.4378
Br1F3,2.1576
Fe1Br2,0.5377
Ga1Br2,3.1591
Ga1Br3,3.3473
Ga1Br2,3.3765
Gd1Br3,2.2041
Gd2Br3,0.2529
Ge1Br2,2.597
Ge1Br4,2.9647
Ge1Br4,2.9329
H1Br1,4.681
H1Br1,4.486
H1Br1,2.4347
Hg1Br1,2.2557
Hg1Br2,2.5412
Hg1Br2,1.682
I1Br1,1.4023
In1Br2,2.4137
In1Br3,2.489
In2Br3,2.1261
In1Br1,1.2575
In2Br3,2.3003
In5Br7,2.0724
In5Br7,2.0373
In5Br7,2.0674
In4Br7,2.2917
In4Br7,2.2604
Ir1Br3,1.5565
K1Br1,4.3102
K1Br1,3.8776
La1Br3,2.9248
La2Br5,0.2966
La1Br2,0.5868
Li1Br1,4.9234
Lu1Br3,3.0669
Mg1Br2,4.4707
Mn1Br2,1.5958
Mn1Br2,1.5292
Mn1Br2,1.5334
Mo1Br3,0.6926
Mo1Br2,2.138
Br1N4,0.0815
Nb3Br8,0.0307
Nb1Br5,1.5583
Nb1Br4,0.8548
Nb1Br5,1.599
Nb2Br5,0.709
Nd1Br3,2.9211
Np1Br3,0.0068
Br2O3,1.7587
P1Br3,3.3243
P1Br7,1.2227
Pa1Br4,0.0412
Pa1Br5,1.9592
Pb1Br2,2.5709
Pb1Br2,3.1375
Pd1Br2,0.8979
Pm1Br3,2.8814
Pr2Br5,0.2824
Pt1Br3,0.9518
Rb1Br1,4.1927
Rb1Br1,3.922
Rh1Br3,1.2551
S1Br1,2.2294
Sb1Br3,3.3684
Se1Br4,2.206
Se1Br1,1.7373
Se1Br2,0.8221
Si1Br4,4.1057
Si1Br4,4.1056
Si1Br3,3.9433
Sn1Br2,2.5388
Sn1Br4,2.7003
Sn1Br2,1.7809
Sn1Br2,2.4166
Sr1Br2,4.4697
Sr1Br2,4.2998
Ta3Br7,1.2286
Ta1Br5,2.0283
Tb1Br3,2.8564
Tc1Br4,0.6025
Tc1Br3,0.1308
Te2Br1,0.6563
Te1Br2,0.6529
Te1Br6,0.0041
Th1Br4,2.8181
Ti1Br3,0.0152
Tl1Br2,1.7922
Tl1Br1,2.2965
Tl2Br3,1.1457
Tl1Br1,2.1678
Tl1Br1,1.9877
Tm1Br3,2.9866
U1Br5,0.2927
V1Br2,1.1314
W1Br6,1.0698
W1Br2,2.4687
W1Br4,0.2092
Y1Br3,2.9454
Yb1Br2,4.4989
Yb1Br2,4.3169
Yb1Br2,4.4692
Zn1Br2,3.2848
Ca1C2,2.1121
Ca1C2,1.8909
Ca1C2,2.4995
Ca1C2,2.8514
Ca1C2,1.6644
Ca1C2,1.7535
Ca1C2,0.0262
Ca1C2,0.6751
C1Cl4,4.5106
C1F4,9.0612
C2F1,2.0814
C1F2,4.9033
C7F3,1.4238
Ge1C1,1.6502
H4C1,7.7947
H2C1,6.475
H1C1,3.091
H1C2,2.4614
H1C1,3.5572
H4C7,2.2616
H2C3,1.9449
H1C1,4.9222
Hf1C1,0.2957
C1I4,1.1003
K1C1,0.5834
K1C1,0.5801
K1C1,0.5863
Li1C1,3.2727
Mg2C3,1.6533
Mg1C2,2.562
C3N4,1.1815
C3N4,0.7727
C3N4,2.1853
C3N4,1.4139
C3N4,1.3802
C3N2,3.2317
C3N4,3.1729
C1N2,4.634
C2N1,3.1235
C3N4,2.4768
C3N4,2.8993
C1N1,4.8639
C5N4,5.8856
C1N2,3.715
C1N2,2.3227
C1N2,1.1985
C1N2,0.1347
C3N4,0.8738
Na1C1,3.3846
C1O2,6.4318
C1O2,6.3098
C1O2,6.6688
C1O2,6.4299
C1O2,6.5851
C4O3,2.4645
C1O2,5.2707
C1O2,4.2235
C1O2,7.6413
C3O2,3.8777
C1O1,6.1315
C1O1,5.8258
Os1C2,0.047
Os1C1,0.1453
Os1C1,0.2793
P1C2,1.8369
Rb1C1,3.5275
Rb1C2,0.1134
Ru1C1,0.6642
C3S8,1.7321
C1S2,3.4275
Sc4C3,0.327
Sc2C3,0.0142
Si1C1,2.023
Si1C1,1.9716
Si1C1,2.2226
Si1C1,2.0052
Si1C1,1.8004
Si1C1,1.9695
Si1C1,1.998
Si1C1,1.8149
Si1C1,1.6222
Si1C1,1.7772
Si1C1,1.9142
Si1C1,1.3704
Si1C1,1.7479
Si1C1,1.9531
Si1C1,1.8543
Si1C1,2.3028
Si1C1,1.8427
Si1C1,1.996
Si1C1,2.008
Sr1C2,2.2909
Sr1C2,1.6718
Sr1C2,1.7776
Yb1C2,1.0157
Zr1C1,0.484
Ca1Cl2,5.3548
Ca1Cl2,5.3949
Ca1Cl2,5.5968
Ca1Cl2,4.8793
Ca1Cl2,5.3328
Ca1F2,7.118
Ca1F2,7.4573
Ca1F2,6.2478
Ca3Ga8,0.0179
Ca1Ge2,0.6408
Ca2Ge1,0.3147
Ca2Ge1,0.5756
Ca1H2,3.028
Ca1H2,0.6535
Ca1I2,3.8971
Ca1Mg2,0.1801
Ca1Mg2,0.0693
Ca3N2,1.1111
Ca1N6,3.5449
Ca2N1,0.0171
Ca3N2,0.7733
Ca3N2,1.2986
Ca3N2,1.3591
Ca3N2,1.4783
Ca3N2,1.3735
Ca3N2,0.0116
Ca1O1,3.6344
Ca1O1,3.1206
Ca1O1,2.0906
Ca1O1,2.0943
Ca2O3,0.3222
Ca1P3,0.0241
Ca5P8,1.1418
Ca1P1,0.3443
Ca3P2,0.3514
Ca2Pb1,0.6495
Ca1S1,2.3819
Ca5Sb3,0.2412
Ca3Sb2,0.0864
Ca1Se1,2.0802
Ca1Se1,3.1581
Ca2Si1,0.2912
Ca1Si2,0.5903
Ca2Si1,0.5549
Ca2Sn1,0.0564
Ca2Sn1,0.664
Ca1Te1,1.5535
Ca1Te1,1.6189
Ca1Zn3,0.3302
Cd1Cl2,3.5214
Cd1Cl2,3.5144
Cd1Cl2,2.9972
Cd1F2,2.8977
Cd1F2,2.7465
Gd1Cd3,0.0043
Cd1I2,2.4223
Cd1I2,2.4115
Cd1I2,2.3929
Cd1I2,2.4064
Cd1I2,2.4388
Cd1I2,2.4072
Cd1I2,2.3953
Cd1I2,2.4319
Cd1I2,2.4047
Cd1I2,2.3912
Cd1I2,2.4005
Cd1I2,2.441
Cd1I2,2.3962
Cd1I2,2.3746
Cd1I2,2.393
Cd1I2,2.3913
Cd1I2,2.3729
Cd1I2,2.3923
Cd1I2,2.3903
Cd1I2,2.386
Cd1I2,2.3821
Cd1I2,2.4398
Cd1I2,2.38
Cd1I2,2.38
Cd1I2,2.3729
Cd1I2,2.3715
Cd1I2,2.3605
Cd1I2,2.3882
Cd1I2,2.3656
Cd1I2,2.3944
Cd1I2,2.4482
Cd1I2,2.3644
Cd1I2,2.3515
Cd1I2,2.3627
Cd1I2,2.3554
Cd1I2,2.3557
Cd1I2,2.3857
Cd1I2,2.3731
Cd1I2,2.3629
Cd1I2,2.3796
Cd1I2,2.3544
Cd1I2,2.3609
Cd1I2,2.3601
Cd1I2,2.3615
Cd1I2,2.3392
Cd1I2,2.3711
Cd1I2,2.36
Cd1I2,2.3546
Cd1I2,2.3623
Cd1I2,2.3549
Cd1I2,2.3769
Cd1I2,2.3516
Cd1I2,2.3499
Cd1I2,2.3695
Cd1I2,2.3543
Cd1I2,2.3541
Cd1I2,2.3505
Cd1I2,2.3649
Cd1I2,2.3729
Cd1I2,2.3711
Cd1I2,2.3485
Cd1I2,2.3572
Cd1I2,2.3655
Cd1I2,2.3483
Cd1I2,2.355
Cd1I2,2.3508
Cd1I2,2.3611
Cd1I2,2.3555
Cd1I2,2.3562
Cd1I2,2.3575
Cd1I2,2.3317
Cd1I2,2.3218
Cd1I2,2.3387
Cd1I2,2.3373
Cd1I2,2.3523
Cd1I2,2.3629
Cd1I2,2.3587
Cd1I2,2.3289
Cd1I2,2.3402
Cd1I2,2.3392
Cd1I2,2.3454
Cd1I2,2.355
Cd1I2,2.3691
Cd1I2,2.341
Cd1I2,2.3727
Cd1I2,2.3526
Cd1I2,2.3549
Cd1I2,2.3483
Cd1I2,2.3407
Cd1I2,2.3356
Cd1I2,2.3441
Cd1I2,2.3639
Cd1I2,2.3255
Cd1I2,2.355
Cd1I2,2.3295
Cd1I2,2.3414
Cd1I2,2.3614
Cd1I2,2.3358
Cd1I2,2.3322
Cd1I2,2.3354
Cd1I2,2.3318
Cd1I2,2.34
Cd1I2,2.3471
Cd1I2,2.3195
Cd1I2,2.419
Cd1I2,2.3339
Cd1I2,2.3553
Cd1I2,2.3417
Cd1I2,2.3667
Cd1I2,2.322
Cd1I2,2.3569
Cd1I2,2.3663
Cd1I2,2.4303
Cd1I2,2.3783
Cd1I2,2.3845
Cd1I2,2.3569
Lu1Cd1,0.0434
Mg3Cd1,0.1235
Mg1Cd1,0.2057
Cd1N6,2.7759
Cd1O1,0.0158
Cd1P2,1.4533
Cd1P2,1.5218
Cd1P2,1.4898
Cd1P4,0.6506
Cd3P2,0.0018
Cd1S1,1.1162
Cd1S1,1.0461
Cd1S1,0.2713
Cd2S1,0.6361
Cd1S1,1.5186
Cd1Sb1,0.3455
Cd1Se2,0.7103
Cd1Te1,0.5846
Cd1Te1,0.6234
Ce1Cu6,0.0077
Ce1Cu2,0.0003
Ce1F4,2.1
Ce1I3,0.0233
Ce2Mg1,0.0049
Ce2Mg1,0.0037
Ce1Mg1,0.1128
Ce1O2,1.8647
Ce1O2,1.9544
Ce1O2,0.6969
Ce1P1,0.0125
Ce2S3,0.0019
Ce1Se2,0.0588
Ce1Se2,0.7313
Ce1Se2,0.666
Ce1Se2,0.6891
Ce1Se2,0.4898
Ce1Se2,0.423
Ce1Se2,0.5548
Ce1Se2,0.418
Ce1Se2,0.8812
Ce1Se2,0.8789
Ce1Se2,0.96
Ce1Se2,0.9637
Ce1Se2,0.9264
Ce1Se2,0.9938
Ce1Se2,0.4243
Ce1Se2,0.5396
Ce1Se2,0.8099
Ce1Se2,0.8491
Ce1Se2,0.6328
Ce1Se2,0.511
Ce1Se2,0.5426
Ce1Se2,0.4683
Ce1Se2,0.5375
Ce1Se2,0.0739
Ce1Se2,0.0601
Ce1Se2,0.1087
Ce1Se2,0.0888
Ce1Se2,0.5427
Ce1Se2,0.4848
Ce1Se2,0.6217
Ce1Se2,0.3477
Ce1Se2,0.3106
Ce1Se2,0.2917
Ce1Se2,0.4237
Ce1Se2,0.4348
Ce1Se2,0.3249
Ce1Se2,0.4362
Ce1Se2,0.1204
Ce1Se2,0.1107
Ce1Se2,0.0037
Ce1Se2,0.4463
Ce1Se2,0.4456
Ce1Se2,0.4495
Ce1Se2,0.374
Ce1Se2,0.328
Ce1Se2,0.4744
Ce1Se2,0.7808
Ce1Se2,0.6812
Ce1Se2,0.9281
Ce1Se2,0.63
Ce1Se2,0.9392
Ce1Se2,0.7958
Ce1Se2,0.9123
Ce1Se2,0.7145
Ce1Se2,0.9527
Ce1Se2,0.9649
Ce1Se2,0.8548
Ce1Se2,0.6842
Ce1Se2,0.9308
Ce1Se2,0.9421
Ce1Se2,0.55
Ce1Se2,0.7672
Ce1Se2,0.7621
Ce1Se2,0.9095
Ce1Se2,0.7316
Ce1Se2,0.8864
Ce1Se2,0.9687
Ce1Se2,0.952
Ce1Se2,0.9701
Ce1Se2,0.7516
Ce1Se2,1.0048
Ce1Se2,0.9467
Ce1Se2,0.9994
Ce1Se2,0.9303
Ce1Se2,0.9885
Ce1Se2,1.0149
Ce1Se2,0.8352
Ce1Se2,0.9434
Ce1Se2,0.9859
Ce1Se2,0.9889
Ce1Se2,0.9959
Ce1Se2,1.0137
Ce1Se2,0.9826
Ce1Se2,0.8178
Ce1Se2,0.7
Ce1Se2,0.9678
Ce1Se2,0.9694
Ce1Se2,0.9093
Ce1Se2,1.0258
Ce1Se2,0.9806
Ce1Se2,1.0036
Ce1Se2,1
Ce1Se2,1.009
Ce1Se2,0.9862
Ce1Se2,0.9568
Ce1Se2,0.9887
Ce1Se2,1.0094
Ce1Se2,0.9642
Ce1Se2,0.9896
Ce1Se2,0.8449
Ce1Se2,0.9945
Ce1Se2,0.9486
Ce1Se2,0.7116
Ce1Se2,0.9978
Ce1Se2,1.0545
Ce1Se2,0.991
Ce1Se2,0.9823
Ce1Se2,1.0067
Ce1Se2,0.9695
Ce1Se2,1.0398
Ce1Se2,0.9675
Ce1Se2,0.9517
Ce1Se2,1.0078
Ce1Se2,0.9777
Ce1Se2,1.0405
Ce1Se2,0.9931
Ce1Se2,0.9907
Ce1Se2,0.9563
Ce1Se2,0.9593
Ce1Se2,0.9205
Ce1Se2,0.9843
Ce1Se2,0.8325
Ce1Se2,0.991
Ce1Se2,1.0244
Ce1Se2,0.9568
Ce1Se2,0.9842
Ce1Se2,1.0135
Ce1Se2,0.6967
Ce1Se2,1.0106
Ce1Se2,1.0109
Ce1Se2,0.936
Ce1Se2,0.877
Ce1Se2,0.8876
Ce1Se2,0.4873
Ce1Se2,0.0062
Ce1Se2,0.2386
Ce1Se2,0.1775
Ce1Se2,0.601
Ce1Se2,0.4544
Ce1Se2,0.5002
Ce1Se2,0.4949
Ce1Se2,0.3281
Ce1Se2,0.2558
Ce1Se2,0.6978
Ce1Se2,0.147
Ce1Se2,0.0287
Ce1Se2,0.4726
Ce5Sn4,0.0009
Co1Cl2,0.1539
Cr1Cl3,1.452
Cr1Cl3,1.4075
Cr1Cl3,1.5182
Cr1Cl2,0.7019
Cs1Cl1,4.8492
Cs1Cl1,4.9881
Cu1Cl1,0.5612
Cu1Cl2,0.0333
Cu1Cl1,0.4439
Cu1Cl1,0.3275
Dy1Cl3,3.8943
Er1Cl3,3.7739
Cl1F3,2.4608
Cl1F1,2.0481
Cl1F3,2.5828
Fe1Cl2,0.0357
Fe1Cl3,0.4308
Fe1Cl2,0.6108
Fe1Cl3,0.8119
Ga1Cl2,3.8516
Ga1Cl3,4.1628
Ga1Cl3,4.2434
Ga3Cl7,4.1427
Gd1Cl3,2.0054
Gd2Cl3,0.1722
Gd2Cl3,0.1209
Ge1Cl4,4.1254
Ge3Cl8,3.2078
H1Cl1,5.8162
H1Cl1,5.1701
H1Cl1,2.7912
Hf1Cl4,4.1644
Hg1Cl2,2.8686
Hg1Cl1,2.7243
Ho1Cl3,3.7011
I1Cl1,1.8269
I1Cl3,1.7688
I1Cl1,1.4693
I1Cl1,1.1579
In1Cl3,3.0122
In2Cl3,2.327
In1Cl1,2.1862
In1Cl1,2.1996
In1Cl1,1.4018
Ir1Cl3,1.8275
Ir1Cl3,0.7277
K1Cl1,5.027
K1Cl1,4.8005
La1Cl3,3.6454
Li1Cl1,6.25
Mg1Cl2,5.6168
Mg1Cl2,5.5713
Mg1Cl2,5.1512
Mg1Cl2,3.379
Mn1Cl2,1.7923
Mo1Cl2,2.4548
Mo1Cl3,0.1508
Mo1Cl3,0.5489
Mo1Cl3,1.1925
N1Cl3,2.1636
Na1Cl7,0.503
Na1Cl1,4.3855
Na1Cl1,3.9736
Na2Cl1,0.1463
Nb1Cl4,1.0765
Nb3Cl8,0.146
Nb1Cl5,2.2205
Nb1Cl5,2.2917
Nd1Cl3,4.2998
Ni1Cl2,0.7567
Np1Cl3,0.0118
Cl1O2,0.964
Cl2O7,3.6565
Cl1O3,1.3649
Os1Cl4,0.5105
P1Cl3,4.0342
P1Cl5,1.6455
Pa1Cl4,0.0158
Pa1Cl5,2.4189
Pb1Cl2,3.0963
Pb1Cl2,3.028
Pd1Cl2,1.3705
Pd1Cl2,0.7862
Pd1Cl2,0.9097
Pd1Cl2,0.9724
Pm1Cl3,3.5399
Pr1Cl3,4.3439
Pt1Cl3,1.0698
Pt1Cl2,1.8227
Pt1Cl2,1.1359
Pt1Cl2,0.0716
Rb1Cl1,4.8393
Rb1Cl1,4.7794
Re1Cl3,0.9625
S1Cl1,2.8658
S1Cl2,2.0565
Sb1Cl5,1.8233
Sb1Cl3,3.7419
Sb1Cl5,1.7221
Sc1Cl3,3.8723
Se1Cl4,3.0467
Se1Cl4,2.855
Se1Cl1,2.1687
Si1Cl4,5.5541
Si3Cl8,4.7516
Si1Cl2,2.0151
Sm1Cl3,3.4912
Sn1Cl4,3.551
Sn1Cl2,3.0724
Sn1Cl2,3.1011
Sr1Cl2,5.2286
Ta1Cl5,2.8237
Tb1Cl3,4.5211
Tb1Cl3,3.7957
Tb1Cl3,4.3206
Tc1Cl4,0.7829
Tc1Cl3,0.188
Te1Cl4,3.1163
Te3Cl2,1.3482
Ti1Cl4,3.4576
Ti1Cl3,0.0427
Ti1Cl3,0.0149
Ti1Cl3,0.0278
Tl2Cl3,1.7745
Tl1Cl1,2.5365
Tl1Cl1,2.5179
Tl1Cl1,2.1809
Tl1Cl2,0.0733
Tm1Cl3,4.917
U1Cl6,1.5939
U1Cl5,0.4335
U1Cl5,0.3309
V1Cl2,1.2546
V1Cl5,1.0463
V1Cl4,0.1208
W1Cl4,0.2519
W1Cl6,1.9169
W1Cl6,1.7484
Y1Cl3,4.9301
Y2Cl3,0.7587
Yb1Cl2,5.3972
Yb1Cl2,5.5411
Zn1Cl2,4.0533
Zn1Cl2,4.04
Zn1Cl2,4.0185
Zr1Cl4,3.6105
Zr1Cl2,0.8481
Zr1Cl3,0.1175
Co1F2,3.0717
Co1F4,1.6599
Co1O2,0.5127
Co1O1,0.588
Co1O1,0.712
Co1O2,1.2174
Co1O2,1.2606
Co1O2,1.3058
Co1O2,1.3682
Co1O2,1.1992
Co1O2,1.1944
Co1O2,0.3537
Co1O2,0.3112
Co1O2,0.4857
Co1O2,0.1444
Co2O3,0.1538
Co1O1,0.0046
Co1O4,0.0551
Co1P2,0.436
Co1P3,0.2795
Pu1Co3,0.0012
Co1Sb3,0.1651
Co3Se4,0.0006
Cr1F5,1.3584
Cr1F2,2.5732
Cr1F4,1.5634
Cr1F3,2.8431
Cr2F5,1.4726
Cr1F5,1.1119
Cr1F5,1.1817
Cr1F5,0.27
Cr1F4,1.5511
Cr1I2,0.0153
Cr1I2,0.5076
Cr1N2,0.0495
Cr1N2,0.0858
Cr1N2,0.2319
Cr1N2,0.1789
Cr1N2,0.0209
Cr1N2,0.058
Cr1N2,0.102
Cr1N2,0.1089
Cr1N2,0.0103
Cr1N2,0.1478
Cr1N2,0.0106
Cr1N2,0.0819
Cr1N2,0.1073
Cr1N2,0.0529
Cr1N2,0.1412
Cr1N2,0.1589
Cr1N2,0.1145
Cr1N2,0.1125
Cr1N2,0.211
Cr1N2,0.1766
Cr1N2,0.115
Cr1N2,0.2991
Cr1N2,0.1305
Cr1N2,0.1591
Cr1N2,0.3933
Cr1N2,0.3777
Cr1N2,0.0505
Cr1N2,0.0718
Cr1N2,0.2188
Cr1N2,0.0053
Cr1N2,0.2706
Cr2O3,2.4365
Cr1O3,2.2551
Cr2O3,1.7751
Cr2O3,2.3438
Cr1O3,2.0419
Cr3O8,0.5032
Cr1O3,2.3421
Cr2O3,2.137
Cr1O3,1.5649
Cr1O3,1.8552
Cr1O2,0.1225
Cr1O3,1.2356
Cr1O3,1.6689
Cr2O5,1.7575
Cr3O4,0.9663
Cr1O2,0.0986
Cr3O8,0.4215
Cr1O1,0.3409
Cr3O7,0.2404
Cr1O2,0.3518
Cr1O2,0.3676
Cr1O3,1.4176
Cr1O2,0.3367
Cr1O2,0.2954
Cr1O2,0.6215
Cr5O7,0.7812
Cr2O3,0.5851
Cr3O5,0.5747
Cr1S2,0.1743
Cr2S5,0.3285
Cr1Si2,0.3646
Cr1Si2,0.3644
Cs1F1,5.2602
Cs1F1,5.9329
Cs1Ga3,0.0509
Cs1Ge1,0.9828
Cs1H1,2.3475
Cs1H1,2.5693
Cs1I4,1.7836
Cs1I1,3.8572
Cs1I3,1.8986
Cs1I1,3.6776
Cs2In3,0.008
Cs1K2,0.0123
Cs1N3,4.2196
Cs1N2,0.0494
Cs2O1,0.5857
Cs2O2,1.6496
Cs2O1,0.2724
Cs2O1,1.6506
Cs3P7,2.3466
Cs2P3,0.8419
Cs2Pt1,1.6768
Cs1S1,1.7141
Cs2S1,2.0957
Cs2S3,1.399
Cs1Sb1,0.5556
Cs3Sb1,0.6137
Cs2Se5,1.0177
Cs2Se3,0.7396
Cs2Se1,1.7987
Cs2Se1,1.8141
Cs2Se1,1.5931
Cs2Se1,1.66
Cs2Se1,1.8483
Cs2Se1,1.8845
Cs2Se1,1.6384
Cs2Se1,0.7797
Cs1Si1,1.6468
Cs1Si1,1.2115
Cs1Sn1,0.7472
Cs1Te1,1.1129
Cs2Te1,1.774
Cs2Te3,0.6369
Cs2Te5,0.3913
Eu1Cu5,0.0396
Cu1H1,0.5728
Hf3Cu8,0.0209
Cu1I1,1.6308
Cu1I1,1.6338
Cu1I1,1.1363
Cu1I1,1.1641
Cu1I1,1.2172
Cu1I1,1.1452
Cu1I1,1.5722
Cu1I1,0.9427
In3Cu7,0.0058
Cu3N1,0.19
Cu1N3,1.5383
Cu1N3,1.9548
Nd1Cu5,0.0054
Nd1Cu6,0.0192
Cu2O1,0.4997
Cu2O3,0.1238
Cu1O1,0.0131
Cu2P7,0.6893
Cu1P2,0.8635
Cu3P1,0.1137
Pr1Cu5,0.0512
Cu2S1,0.3475
Cu2S1,0.1289
Cu2Se1,0.0763
Cu2Se1,0.7572
Cu2Se1,0.0889
Sm1Cu5,0.021
Sm1Cu6,0.0433
Cu5Sn4,0.0131
Sr1Cu5,0.0191
Ti1Cu2,0.0116
Zr1Cu2,0.0399
Dy1N1,0.0515
Dy2O3,3.9251
Dy2O3,3.9975
Dy2O3,4.1995
Dy1P5,0.0905
Dy3Pt1,0.0216
Dy3Ru1,0.0123
Dy2S3,0.5938
Dy2S3,0.7389
Dy2S3,1.9091
Dy2Se3,0.3633
Dy2Te1,0.0068
Er1F3,7.6163
Er1I3,2.0376
Er1N1,0.1243
Er3Ni1,0.0233
Er3Ni2,0.0036
Er2O3,4.1066
Er2O3,4.1922
Er1O3,0.272
Er2S3,1.4612
Er1S2,0.5869
Er2S3,1.1635
Er2S3,0.6327
Er2S3,1.9719
Er2Se3,0.7923
Er1Se2,0.3364
Er2Se3,1.6222
Er2Te3,0.0521
Eu1H2,0.3647
Eu1I2,1.1899
Eu1I2,1.4551
Eu1Ir2,0.012
Eu1Pd2,0.0128
Eu1Pt2,0.007
Eu1Tl2,0.0553
Fe1F2,3.2415
Fe1F3,3.1061
Fe1F3,2.8438
Fe1F3,2.6772
Fe1F3,3.0008
Fe1F4,1.6229
Ga1F3,4.7051
Gd1F3,2.865
Ge1F2,4.0597
Ge1F4,5.5005
H1F1,6.7187
H3F2,7.8926
Hf1F4,5.402
Hg1F1,1.7582
Hg1F2,0.9684
Hg1F2,0.4017
Hg1F2,0.7638
I1F5,4.6815
I1F7,1.4653
I1F7,1.7231
I1F3,2.1132
I1F7,1.4691
In1F3,4.0226
Ir1F6,0.7656
Ir1F3,0.925
K1F2,1.3494
K1F1,5.9956
K1F1,6.3537
La1F3,5.2027
La1F3,4.9435
La1F3,4.8108
La1F3,4.9708
La1F3,4.8604
Li1F1,8.7161
Li1F1,7.5593
Mg1F2,6.824
Mg1F2,6.8537
Mg1F2,6.7193
Mg1F2,6.2865
Mg1F2,6.2989
Mg1F2,5.5955
Mn1F3,0.3873
Mn1F2,2.8743
Mn1F2,2.7675
Mn2F7,0.5414
Mn1F3,0.9456
Mn1F2,3.2807
Mn2F7,0.2123
Mn1F4,0.0347
Mn2F7,0.4627
Mn2F7,1.8053
Mn1F4,0.1024
Mn3F8,0.9161
Mn1F4,0.7666
Mn1F3,1.3373
Mn1F4,0.2012
Mo1F6,4.1644
Mo1F3,3.5743
Mo1F5,2.0375
Mo1F6,4.2538
Mo1F3,2.9582
Mo1F5,1.9257
Mo1F4,2.7902
Mo1F5,2.0994
Mo1F5,1.2841
Mo1F5,0.8478
Na1F1,6.0943
Nb2F5,0.1498
Nb1F5,4.5662
Nd1F3,7.6164
Nd1F3,7.668
Ni1F2,4.8034
Ni1F2,4.8138
Ni1F4,0.9929
O1F2,2.0409
O1F3,0.7295
P1F5,7.0881
Pb1F3,1.8822
Pb1F4,1.9022
Pb1F2,4.3951
Pb1F2,4.3707
Pb1F2,4.3823
Pr1F3,7.5968
Pr1F3,5.4589
Pt1F4,1.1225
Pu1F3,0.0535
Rb1F3,0.9269
Rb1F1,5.5244
Rb1F2,1.3381
Rb1F1,5.9045
Re1F7,1.9773
Rh1F3,0.8626
Rh1F6,0.893
Rh1F3,0.5624
Ru1F4,0.5254
Ru1F5,0.6511
S1F6,5.9124
S1F6,5.8901
S1F6,5.9606
S1F4,1.5276
Sb1F3,4.4381
Sb1F4,3.4408
Sb2F7,3.8056
Sb1F5,3.7362
Sb1F5,3.6793
Sb1F4,2.5929
Sb1F5,0.6609
Sc1F3,6.0729
Sc1F3,5.7355
Sc1F3,1.7908
Sc1F3,1.7705
Se1F4,4.1374
Si1F4,7.7173
Sm1F3,7.7298
Sm1F3,5.4407
Sn1F4,3.0953
Sn1F2,3.2522
Sn1F2,3.275
Sn1F3,1.9534
Sn1F4,2.4568
Sr1F3,0.6608
Sr1F2,6.7493
Sr1F2,7.012
Sr1F2,6.3512
Sr1F2,5.9356
Ta1F5,5.533
Ta1F5,5.1436
Ta1F5,4.2497
Ta1F5,3.4232
Tb1F3,7.7511
Tc1F3,0.1714
Te1F4,4.0186
Te1F6,4.3688
Th1F4,6.5408
Th1F4,6.1267
Ti1F4,4.166
Ti1F4,4.3349
Ti1F2,0.4518
Tl1F1,3.2045
Tl1F3,1.2591
Tl1F1,2.9859
Tl1F1,3.0101
Tl1F1,2.1968
Tm1F3,5.3727
U1F3,0.2423
U1F5,0.7489
U1F6,2.7932
U1F6,2.7449
U1F5,0.3502
V1F4,2.2417
V1F3,1.5498
V2F7,1.7368
V1F5,3.0875
V1F5,2.9964
V1F4,2.2356
V1F5,3.0026
V1F5,3.0714
V1F5,3.1963
V1F4,2.1934
V1F5,3.1961
V1F5,2.8066
V1F3,1.6507
V1F5,2.9955
V1F4,2.15
V1F5,3.148
V1F4,1.5907
V1F4,1.6657
V1F5,3.3142
V1F5,3.3147
V1F5,3.3069
V1F5,3.267
V1F4,1.9189
V1F4,2.7285
V1F4,2.7348
V1F4,2.7245
V1F4,0.7377
V1F3,1.7384
V1F5,2.7746
V1F4,1.8728
V1F4,1.8791
V1F5,2.7003
V1F5,3.1601
V1F5,3.1935
V2F7,0.7778
V1F4,2.209
W1F6,5.3735
W1F4,3.444
W1F5,2.9973
W1F5,3.1906
W1F5,2.2412
W1F5,1.9674
Xe1F4,2.8225
Xe1F2,2.6862
Xe1F6,2.7851
Xe1F3,2.481
Xe1F6,2.5833
Xe1F6,2.5383
Y1F3,7.5338
Y1F3,5.6173
Yb1F2,6.7345
Zn1F2,3.48
Zn1F2,3.5604
Zr1F4,5.3413
Zr1F4,4.8934
Ga3Fe1,0.2215
Gd1Fe2,0.0109
Fe3Ge1,0.0026
Fe1Ge1,0.0965
Ho1Fe3,0.0147
Fe2O3,2.019
Fe2O3,1.5284
Fe3O4,0.0019
